ligand,smiles,metal,motivo,smiles_corregido
CHEMBL1200581,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+],Na,metal_Na,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I
CHEMBL1200584,Nc1ccc(C(=O)[O-])c(O)c1.[K+],K,metal_K,Nc1ccc(C(=O)[O-])c(O)c1
CHEMBL1200613,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+],Na,metal_Na,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1
CHEMBL1200616,NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O.[Na+],Na,metal_Na,NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O
CHEMBL1200625,[89Sr+2].[Cl-].[Cl-],Sr,metal_Sr,[89Sr+2]
CHEMBL1200644,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Na,metal_Na,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-]
CHEMBL1200664,CC(O)C(=O)[O-].[K+],K,metal_K,CC(O)C(=O)[O-]
CHEMBL1200668,[Ca+2].[Cl-].[Cl-],Ca,metal_Ca,[Ca+2]
CHEMBL1200672,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1.[Na+],Na,metal_Na,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1
CHEMBL1200679,[Cl-].[Cl-].[Zn+2],Zn,metal_Zn,[Zn+2]
CHEMBL1200680,S=[Se]=S,Se,metal_Se,S=[Se]=S
CHEMBL1200681,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],Na,metal_Na,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
CHEMBL1200682,O=C([O-])CCCO.[Na+],Na,metal_Na,O=C([O-])CCCO
CHEMBL1200691,CC(=O)[O-].CC(=O)[O-].[Mg+2],Mg,metal_Mg,CC(=O)[O-]
CHEMBL1200696,[K+].[O-][Cl+3]([O-])([O-])[O-],K,metal_K,[O-][Cl+3]([O-])([O-])[O-]
CHEMBL1200701,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],Na,metal_Na,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-]
CHEMBL1200706,O[Al](O)O,Al,metal_Al,[OH][Al]([OH])[OH]
CHEMBL1200712,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+],Na,metal_Na,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O
CHEMBL1200718,[Mg+2].[OH-].[OH-],Mg,metal_Mg,[OH-]
CHEMBL1200721,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+],Na,metal_Na,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-]
CHEMBL1200727,[82Rb+].[Cl-],Rb,metal_Rb,[82Rb+]
CHEMBL1200729,O=C([O-])CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1.[Na+],Na,metal_Na,O=C([O-])CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1
CHEMBL1200731,[Cl-].[K+],K,metal_K,[K+]
CHEMBL1200734,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2],Ca,metal_Ca,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
CHEMBL1200736,O=C([O-])[O-].[Mg+2],Mg,metal_Mg,O=C([O-])[O-]
CHEMBL1200743,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.[Na+],Na,metal_Na,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I
CHEMBL1200744,[18F-].[Na+],Na,metal_Na,[18F-]
CHEMBL1200758,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],Na,metal_Na,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
CHEMBL1200760,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+],Na,metal_Na,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1
CHEMBL1200762,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],Na,metal_Na,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-]
CHEMBL1200763,O=C([O-])CNC(=O)c1ccccc1[131I].[Na+],Na,metal_Na,O=C([O-])CNC(=O)c1ccccc1[131I]
CHEMBL1200768,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)[O-].[Na+],Na,metal_Na,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)[O-]
CHEMBL1200772,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[K+],K,metal_K,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O
CHEMBL1200789,O=P([O-])(O)OCC(Cl)(Cl)Cl.[Na+],Na,metal_Na,O=P([O-])(O)OCC(Cl)(Cl)Cl
CHEMBL1200800,CC(=O)[O-].CC(=O)[O-].[Ca+2],Ca,metal_Ca,CC(=O)[O-]
CHEMBL1200804,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+],K,metal_K,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl
CHEMBL1200806,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+],Na,metal_Na,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1
CHEMBL1200814,CC(=O)Nc1nnc(S([NH-])(=O)=O)s1.[Na+],Na,metal_Na,CC(=O)Nc1nnc(S([NH-])(=O)=O)s1
CHEMBL1200820,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+],Na,metal_Na,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O
CHEMBL1200826,O=C([O-])[O-].[Li+].[Li+],Li,metal_Li,O=C([O-])[O-]
CHEMBL1200850,Nc1nc([O-])c2ncn(COC(CO)CO)c2n1.[Na+],Na,metal_Na,Nc1nc([O-])c2ncn(COC(CO)CO)c2n1
CHEMBL1200852,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],K,metal_K,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
CHEMBL1200855,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],Na,metal_Na,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-]
CHEMBL1200859,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)[O-])cc1.[Na+],Na,metal_Na,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)[O-])cc1
CHEMBL1200874,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1.[Na+],Na,metal_Na,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1
CHEMBL1200879,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],Na,metal_Na,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O
CHEMBL1200899,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I.[Na+],Na,metal_Na,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I
CHEMBL1200903,C=CCC1(C(C)CCC)C(=O)[N-]C(=O)NC1=O.[Na+],Na,metal_Na,C=CCC1(C(C)CCC)C(=O)[N-]C(=O)NC1=O
CHEMBL1200925,O=P([O-])(O)O.[K+],K,metal_K,O=P([O-])(O)O
CHEMBL1200928,CC(=O)[O-].CC(=O)[O-].[Zn+2],Zn,metal_Zn,[Zn+2]
CHEMBL1200929,O=S(=O)([O-])[O-].[Zn+2],Zn,metal_Zn,[Zn+2]
CHEMBL1200930,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C.[Na+],Na,metal_Na,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C
CHEMBL1200944,CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+],Na,metal_Na,CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O
CHEMBL1200945,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+].[Na+],Ca,metal_Ca,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-]
CHEMBL1200968,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],Na,metal_Na,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-]
CHEMBL1200982,CCC(C)C1(CC)C(=O)[N-]C(=O)NC1=O.[Na+],Na,metal_Na,CCC(C)C1(CC)C(=O)[N-]C(=O)NC1=O
CHEMBL1200991,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],Na,metal_Na,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
CHEMBL1201000,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1.[Na+],Na,metal_Na,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1
CHEMBL1201005,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12.[Na+].[Na+],Na,metal_Na,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12
CHEMBL1201013,O=C([O-])c1cc(/N=N/c2ccc(O)c(C(=O)[O-])c2)ccc1O.[Na+].[Na+],Na,metal_Na,O=C([O-])c1cc(/N=N/c2ccc(O)c(C(=O)[O-])c2)ccc1O
CHEMBL1201014,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],Na,metal_Na,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-]
CHEMBL1201015,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3],Al,metal_Al,[Al+3]
CHEMBL1201019,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=CCS[C@H]12)c1csc(N)n1.[Na+],Na,metal_Na,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=CCS[C@H]12)c1csc(N)n1
CHEMBL1201033,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)[O-])c1I.[Na+],Na,metal_Na,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)[O-])c1I
CHEMBL1201041,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],Na,metal_Na,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
CHEMBL1201042,CC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],Na,metal_Na,CC(O)(P(=O)([O-])O)P(=O)([O-])O
CHEMBL1201043,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1.[Na+],Na,metal_Na,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1
CHEMBL1201045,CC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I.O.[Na+],Na,metal_Na,CC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I
CHEMBL1201050,Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12.[K+],K,metal_K,Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12
CHEMBL1201054,C[75Se]CC[C@H](N)C(=O)O,Se,metal_Se,C[75Se]CC[C@H](N)C(=O)O
CHEMBL1201057,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-].[Na+],Na,metal_Na,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-]
CHEMBL1201058,CC(=O)[O-].[K+],K,metal_K,CC(=O)[O-]
CHEMBL1201065,C=CCC1(C(C)CCC)C(=O)[N-]C(=S)NC1=O.[Na+],Na,metal_Na,C=CCC1(C(C)CCC)C(=O)[N-]C(=S)NC1=O
CHEMBL1201081,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+],Na,metal_Na,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12
CHEMBL1201083,[123I-].[Na+],Na,metal_Na,[Na+]
CHEMBL1201084,[131I-].[Na+],Na,metal_Na,[Na+]
CHEMBL1201098,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+].[Na+],Na,metal_Na,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21
CHEMBL1201118,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],Na,metal_Na,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21
CHEMBL1201119,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],Na,metal_Na,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]
CHEMBL1201121,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)[O-].[K+],K,metal_K,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)[O-]
CHEMBL1201138,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],Ca,metal_Ca,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O
CHEMBL1201170,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],Li,metal_Li,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]
CHEMBL1201230,[Mg],Mg,metal_Mg,[Mg]
CHEMBL1201290,[K],K,metal_K,[K]
CHEMBL1201326,[Rb],Rb,metal_Rb,[Rb]
CHEMBL1201333,[Li],Li,metal_Li,[Li]
CHEMBL1201359,[Sr],Sr,metal_Sr,[Sr]
CHEMBL1204184,COC1c2c(COC(=N)[O-])c3c(n2CC1N)C(=O)C(C)=C(N)C3=O.Cl.[Zn+],Zn,metal_Zn,COC1c2c(COC(=N)[O-])c3c(n2CC1N)C(=O)C(C)=C(N)C3=O
CHEMBL1204536,O=C([O-])CC[C@H](OP(=O)([O-])[O-])C(=O)[O-].[Li+].[Li+].[Li+].[Li+],Li,metal_Li,O=C([O-])CC[C@H](OP(=O)([O-])[O-])C(=O)[O-]
CHEMBL1206174,CN(C(=O)c1ccccc1)[C@@H](COP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-].[K+].[K+].[K+].[K+],K,metal_K,CN(C(=O)c1ccccc1)[C@@H](COP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-]
CHEMBL1206175,CN(CCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)c1ccccc1.[K+].[K+].[K+],K,metal_K,CN(CCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)c1ccccc1
CHEMBL1206178,O=C([O-])CC[C@H](NP(=O)([O-])OC[C@@H](NC(=O)c1ccccc1)C(=O)[O-])C(=O)[O-].[K+].[K+].[K+].[K+],K,metal_K,O=C([O-])CC[C@H](NP(=O)([O-])OC[C@@H](NC(=O)c1ccccc1)C(=O)[O-])C(=O)[O-]
CHEMBL1206187,O=C([O-])CC[C@H](NP(=O)([O-])OC[C@H](NC(=O)c1ccccc1)C(=O)[O-])C(=O)[O-].[K+].[K+].[K+].[K+],K,metal_K,O=C([O-])CC[C@H](NP(=O)([O-])OC[C@H](NC(=O)c1ccccc1)C(=O)[O-])C(=O)[O-]
CHEMBL1206407,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4C[C@@H](OP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])CC[C@]4(C)[C@H]3CC[C@]12C.[K+].[K+].[K+],K,metal_K,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4C[C@@H](OP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL1206408,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4C[C@@H](OCCCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])CC[C@]4(C)[C@H]3CC[C@]12C.[K+].[K+].[K+],K,metal_K,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4C[C@@H](OCCCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL1206413,C[C@]12CC[C@H](OCCCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.[K+].[K+].[K+],K,metal_K,C[C@]12CC[C@H](OCCCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL1207263,CCCCCCCCCCCCC1OCC(COP(=O)([O-])O)O1.[K+],K,metal_K,CCCCCCCCCCCCC1OCC(COP(=O)([O-])O)O1
CHEMBL1207319,O=C([O-])CC[C@H](NP(=O)([O-])OCC(CCc1ccccc1)C(=O)[O-])C(=O)[O-].[K+].[K+].[K+].[K+],K,metal_K,O=C([O-])CC[C@H](NP(=O)([O-])OCC(CCc1ccccc1)C(=O)[O-])C(=O)[O-]
CHEMBL1207325,O=C([O-])CC[C@H](NP(=O)([O-])OCCCCc1ccccc1)C(=O)[O-].[K+].[K+].[K+],K,metal_K,O=C([O-])CC[C@H](NP(=O)([O-])OCCCCc1ccccc1)C(=O)[O-]
CHEMBL1207387,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2OCCCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],K,metal_K,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2OCCCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-]
CHEMBL1207390,C[C@]12CC[C@@H]3c4ccc(OCCCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])cc4CC[C@H]3[C@@H]1CCC2=O.[K+].[K+].[K+],K,metal_K,C[C@]12CC[C@@H]3c4ccc(OCCCOP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])cc4CC[C@H]3[C@@H]1CCC2=O
CHEMBL1207762,C[C@]12CC[C@H](OP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.[K+].[K+].[K+],K,metal_K,C[C@]12CC[C@H](OP(=O)([O-])N[C@@H](CCC(=O)[O-])C(=O)[O-])C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL1208292,CC1(C)C(/C=C/C2=C(Oc3ccc(S(=O)(=O)[O-])cc3)/C(=C/C=C3/Nc4ccccc4C3(C)C)CCC2)=[N+](CCCCCC(=O)NC23CC4(CCC(=O)N[C@@H](CCP(=O)(O)CC(CCC(=O)[O-])C(=O)O)C(=O)O)CC(CCC(=O)N[C@@H](CCP(=O)(O)CC(CCC(=O)O)C(=O)O)C(=O)O)(CC(CCC(=O)N[C@@H](CCP(=O)(O)CC(CCC(=O)O)C(=O)O)C(=O)O)(C4)C2)C3)c2ccccc21.[Na+],Na,metal_Na,CC1(C)C(/C=C/C2=C(Oc3ccc(S(=O)(=O)[O-])cc3)C(=C/C=C3/Nc4ccccc4C3(C)C)/CCC2)=[N+](CCCCCC(=O)NC23CC4(CCC(=O)N[C@@H](CCP(=O)(O)CC(CCC(=O)[O-])C(=O)O)C(=O)O)CC(CCC(=O)N[C@@H](CCP(=O)(O)CC(CCC(=O)O)C(=O)O)C(=O)O)(CC(CCC(=O)N[C@@H](CCP(=O)(O)CC(CCC(=O)O)C(=O)O)C(=O)O)(C4)C2)C3)c2ccccc21
CHEMBL1208428,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/c1ccccc1OS(=O)(=O)[O-])c1ccc(=O)[nH]c1C2.[Na+],Na,metal_Na,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/c1ccccc1OS(=O)(=O)[O-])c1ccc(=O)[nH]c1C2
CHEMBL1208571,CC(C)COC[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)[O-].[Na+],Na,metal_Na,CC(C)COC[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)[O-]
CHEMBL1210423,COc1cnc(-c2ccc(Cn3c(CC(C)(C)C(=O)[O-])c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)nc1.[Na+],Na,metal_Na,COc1cnc(-c2ccc(Cn3c(CC(C)(C)C(=O)[O-])c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)nc1
CHEMBL1210594,COc1ccc2c(c1)CCCC21CC(=O)N(CC[Se]C#N)C1=O,Se,metal_Se,COc1ccc2c(c1)CCCC21CC(=O)N(CC[Se]C#N)C1=O
CHEMBL1210595,COc1ccc2c(c1)CCCC21CC(=O)N(CCC[Se]C#N)C1=O,Se,metal_Se,COc1ccc2c(c1)CCCC21CC(=O)N(CCC[Se]C#N)C1=O
CHEMBL1210596,COc1ccc2c(c1)CCCC21CC(=O)N(CCCC[Se]C#N)C1=O,Se,metal_Se,COc1ccc2c(c1)CCCC21CC(=O)N(CCCC[Se]C#N)C1=O
